,Broader,N,PUBMEDID,AUTHOR,DiseaseOrTrait,STAGE,DATE,STUDY ACCESSION,parentterm,color
14575,Asian,453.0,23648065.0,Low SK,Adverse response to chemotherapy (neutropenia/leucopenia) (epirubicin),initial,2013-05-04,GCST001996,Response to drug,#d53e4f
14576,Asian,453.0,23648065.0,Low SK,Adverse response to chemotherapy (neutropenia/leucopenia) (epirubicin),initial,2013-05-04,GCST001996,Response to drug,#d53e4f
14577,Asian,149.0,23648065.0,Low SK,Adverse response to chemotherapy (neutropenia/leucopenia) (doxorubicin),initial,2013-05-04,GCST002009,Response to drug,#d53e4f
14578,Asian,149.0,23648065.0,Low SK,Adverse response to chemotherapy (neutropenia/leucopenia) (doxorubicin),initial,2013-05-04,GCST002009,Response to drug,#d53e4f
14579,Asian,643.0,23648065.0,Low SK,Adverse response to chemotherapy (neutropenia/leucopenia) (all anthracycline-based drugs),initial,2013-05-04,GCST002008,Response to drug,#d53e4f
14580,Asian,643.0,23648065.0,Low SK,Adverse response to chemotherapy (neutropenia/leucopenia) (all anthracycline-based drugs),initial,2013-05-04,GCST002008,Response to drug,#d53e4f
14581,Asian,647.0,23648065.0,Low SK,Adverse response to chemotherapy (neutropenia/leucopenia) (cisplatin),initial,2013-05-04,GCST002007,Response to drug,#d53e4f
14582,Asian,647.0,23648065.0,Low SK,Adverse response to chemotherapy (neutropenia/leucopenia) (cisplatin),initial,2013-05-04,GCST002007,Response to drug,#d53e4f
14583,Asian,316.0,23648065.0,Low SK,Adverse response to chemotherapy (neutropenia/leucopenia) (paclitaxel + carboplatin),initial,2013-05-04,GCST002006,Response to drug,#d53e4f
14584,Asian,316.0,23648065.0,Low SK,Adverse response to chemotherapy (neutropenia/leucopenia) (paclitaxel + carboplatin),initial,2013-05-04,GCST002006,Response to drug,#d53e4f
14585,Asian,316.0,23648065.0,Low SK,Adverse response to chemotherapy (neutropenia/leucopenia) (paclitaxel + carboplatin),initial,2013-05-04,GCST002006,Response to drug,#d53e4f
14586,Asian,2543.0,23648065.0,Low SK,Adverse response to chemotherapy (neutropenia/leucopenia) (all antimetabolite drugs),initial,2013-05-04,GCST002005,Response to drug,#d53e4f
14587,Asian,2543.0,23648065.0,Low SK,Adverse response to chemotherapy (neutropenia/leucopenia) (all antimetabolite drugs),initial,2013-05-04,GCST002005,Response to drug,#d53e4f
14588,Asian,523.0,23648065.0,Low SK,Adverse response to chemotherapy (neutropenia/leucopenia) (carboplatin),initial,2013-05-04,GCST002004,Response to drug,#d53e4f
14589,Asian,523.0,23648065.0,Low SK,Adverse response to chemotherapy (neutropenia/leucopenia) (carboplatin),initial,2013-05-04,GCST002004,Response to drug,#d53e4f
14590,Asian,93.0,23648065.0,Low SK,Adverse response to chemotherapy (neutropenia/leucopenia) (etoposide),initial,2013-05-04,GCST002000,Response to drug,#d53e4f
14591,Asian,93.0,23648065.0,Low SK,Adverse response to chemotherapy (neutropenia/leucopenia) (etoposide),initial,2013-05-04,GCST002000,Response to drug,#d53e4f
14592,Asian,214.0,23648065.0,Low SK,Adverse response to chemotherapy (neutropenia/leucopenia) (camptothecin),initial,2013-05-04,GCST001993,Response to drug,#d53e4f
14593,Asian,214.0,23648065.0,Low SK,Adverse response to chemotherapy (neutropenia/leucopenia) (camptothecin),initial,2013-05-04,GCST001993,Response to drug,#d53e4f
14594,Asian,293.0,23648065.0,Low SK,Adverse response to chemotherapy (neutropenia/leucopenia) (all topoisomerase inhibitors),initial,2013-05-04,GCST001994,Response to drug,#d53e4f
14595,Asian,293.0,23648065.0,Low SK,Adverse response to chemotherapy (neutropenia/leucopenia) (all topoisomerase inhibitors),initial,2013-05-04,GCST001994,Response to drug,#d53e4f
14596,Asian,380.0,23648065.0,Low SK,Adverse response to chemotherapy (neutropenia/leucopenia) (docetaxel),initial,2013-05-04,GCST001995,Response to drug,#d53e4f
14597,Asian,380.0,23648065.0,Low SK,Adverse response to chemotherapy (neutropenia/leucopenia) (docetaxel),initial,2013-05-04,GCST001995,Response to drug,#d53e4f
14598,Asian,582.0,23648065.0,Low SK,Adverse response to chemotherapy (neutropenia/leucopenia) (paclitaxel),initial,2013-05-04,GCST001999,Response to drug,#d53e4f
14599,Asian,582.0,23648065.0,Low SK,Adverse response to chemotherapy (neutropenia/leucopenia) (paclitaxel),initial,2013-05-04,GCST001999,Response to drug,#d53e4f
14600,Asian,1196.0,23648065.0,Low SK,Adverse response to chemotherapy (neutropenia/leucopenia) (all antimicrotubule drugs),initial,2013-05-04,GCST002001,Response to drug,#d53e4f
14601,Asian,1196.0,23648065.0,Low SK,Adverse response to chemotherapy (neutropenia/leucopenia) (all antimicrotubule drugs),initial,2013-05-04,GCST002001,Response to drug,#d53e4f
14602,Asian,376.0,23678272.0,Cheong KA,Vitiligo (non-segmental),replication,2013-05-02,GCST001992,Immune system disorder,#d53e4f
14603,Asian,212.0,23678272.0,Cheong KA,Vitiligo (non-segmental),initial,2013-05-02,GCST001992,Immune system disorder,#d53e4f
14604,European,327.0,23643386.0,Hatoum IJ,Weight loss (gastric bypass surgery),replication,2013-05-02,GCST001991,Other trait,#3288bd
14605,European,693.0,23643386.0,Hatoum IJ,Weight loss (gastric bypass surgery),initial,2013-05-02,GCST001991,Other trait,#3288bd
14606,European,327.0,23643386.0,Hatoum IJ,Weight loss (gastric bypass surgery),replication,2013-05-02,GCST001991,Other trait,#3288bd
14607,European,693.0,23643386.0,Hatoum IJ,Weight loss (gastric bypass surgery),initial,2013-05-02,GCST001991,Other trait,#3288bd
14608,European,1893.0,23577725.0,Naj AC,Age-related macular degeneration,initial,2013-05-01,GCST001986,Neurological disorder,#3288bd
14609,European,208.0,23577725.0,Naj AC,Age-related macular degeneration,replication,2013-05-01,GCST001986,Neurological disorder,#3288bd
14610,European,1233.0,23577725.0,Naj AC,Age-related macular degeneration (extreme sampling),initial,2013-05-01,GCST001987,Neurological disorder,#3288bd
14611,European,143.0,23577725.0,Naj AC,Age-related macular degeneration (extreme sampling),replication,2013-05-01,GCST001987,Neurological disorder,#3288bd
14612,European,1419.0,23577725.0,Naj AC,Age-related macular degeneration (smoking status interaction),initial,2013-05-01,GCST001990,Other measurement,#3288bd
14613,European,1419.0,23577725.0,Naj AC,Age-related macular degeneration (smoking status interaction),initial,2013-05-01,GCST001990,Neurological disorder,#3288bd
14614,European,37537.0,23636237.0,Tanaka T,Dietary macronutrient intake,initial,2013-05-01,GCST001989,Biological process,#3288bd
14615,European,41257.0,23636237.0,Tanaka T,Dietary macronutrient intake,replication,2013-05-01,GCST001989,Biological process,#3288bd
14616,European,33533.0,23636237.0,Tanaka T,Dietary macronutrient intake,replication,2013-05-01,GCST001988,Biological process,#3288bd
14617,European,37537.0,23636237.0,Tanaka T,Dietary macronutrient intake,initial,2013-05-01,GCST001988,Biological process,#3288bd
14618,European,333.0,23633212.0,Rinella ES,Weight loss (gastric bypass surgery),replication,2013-04-30,GCST001985,Other trait,#3288bd
14619,European,175.0,23633212.0,Rinella ES,Weight loss (gastric bypass surgery),initial,2013-04-30,GCST001985,Other trait,#3288bd
14620,European,333.0,23633212.0,Rinella ES,Weight loss (gastric bypass surgery),replication,2013-04-30,GCST001985,Other trait,#3288bd
14621,European,175.0,23633212.0,Rinella ES,Weight loss (gastric bypass surgery),initial,2013-04-30,GCST001985,Other trait,#3288bd
14622,Asian,2910.0,23612905.0,Zhao SX,Graves' disease,initial,2013-04-29,GCST001984,Immune system disorder,#d53e4f
14623,Asian,16242.0,23612905.0,Zhao SX,Graves' disease,replication,2013-04-29,GCST001984,Immune system disorder,#d53e4f
14624,European,13864.0,23620144.0,Sulkava S,Job-related exhaustion,replication,2013-04-29,GCST001983,Neurological disorder,#3288bd
14625,European,1256.0,23620144.0,Sulkava S,Job-related exhaustion,initial,2013-04-29,GCST001983,Neurological disorder,#3288bd
14626,Asian,2910.0,23612905.0,Zhao SX,Graves' disease,initial,2013-04-29,GCST001982,Immune system disorder,#d53e4f
14627,Asian,13080.0,23612905.0,Zhao SX,Graves' disease,replication,2013-04-29,GCST001982,Immune system disorder,#d53e4f
14628,Asian,2483.0,23624525.0,Deng M,Amyotrophic lateral sclerosis,replication,2013-04-28,GCST001981,Neurological disorder,#d53e4f
14629,Asian,2365.0,23624525.0,Deng M,Amyotrophic lateral sclerosis,initial,2013-04-28,GCST001981,Neurological disorder,#d53e4f
14630,European,9305.0,23620142.0,Reiner AP,Circulating myeloperoxidase levels (serum),initial,2013-04-24,GCST001979,Cardiovascular measurement,#3288bd
14631,European,9260.0,23620142.0,Reiner AP,Circulating myeloperoxidase levels (plasma),initial,2013-04-24,GCST001980,Cardiovascular measurement,#3288bd
14632,European,1697.0,23626673.0,Matullo G,Malignant pleural mesothelioma,replication,2013-04-23,GCST001978,Cancer,#3288bd
14633,European,759.0,23626673.0,Matullo G,Malignant pleural mesothelioma,initial,2013-04-23,GCST001978,Cancer,#3288bd
14634,European,15872.0,23603761.0,Hinks A,Juvenile idiopathic arthritis (oligoarticular or rheumatoid factor-negative polyarticular),initial,2013-04-21,GCST005528,Immune system disorder,#3288bd
14635,European,15872.0,23603761.0,Hinks A,Juvenile idiopathic arthritis (oligoarticular or rheumatoid factor-negative polyarticular),initial,2013-04-21,GCST005528,Immune system disorder,#3288bd
14636,European,15872.0,23603761.0,Hinks A,Juvenile idiopathic arthritis (oligoarticular or rheumatoid factor-negative polyarticular),initial,2013-04-21,GCST005528,Immune system disorder,#3288bd
14637,European,1180.0,23642732.0,Cox AJ,Bilirubin levels,initial,2013-04-19,GCST001976,Other measurement,#3288bd
14638,Asian,1007.0,23562823.0,Sheu WH,Diabetic retinopathy,initial,2013-04-19,GCST001977,Metabolic disorder,#d53e4f
14639,Hispanic/Latin American,585.0,23562823.0,Sheu WH,Diabetic retinopathy,replication,2013-04-19,GCST001977,Metabolic disorder,#807dba
14640,Asian,234.0,23594818.0,Ikeda M,Psychosis (methamphetamine induced),initial,2013-04-17,GCST001975,Neurological disorder,#d53e4f
14641,European,2257.0,24429156.0,Noth I,Idiopathic pulmonary fibrosis,replication,2013-04-17,GCST001974,Cancer,#3288bd
14642,European,1084.0,24429156.0,Noth I,Idiopathic pulmonary fibrosis,initial,2013-04-17,GCST001974,Cancer,#3288bd
14643,Asian,1100.0,23594818.0,Ikeda M,Methamphetamine dependence,initial,2013-04-17,GCST001972,Neurological disorder,#d53e4f
14644,European,87802.0,23599027.0,Demerath EW,Menarche (age at onset),replication,2013-04-17,GCST001973,Other measurement,#3288bd
14645,African Am./Caribbean,2850.0,23599027.0,Demerath EW,Menarche (age at onset),replication,2013-04-17,GCST001973,Other measurement,#fee08b
14646,African Am./Caribbean,18089.0,23599027.0,Demerath EW,Menarche (age at onset),initial,2013-04-17,GCST001973,Other measurement,#fee08b
14647,Asian,687.0,23646285.0,Khor SS,Hypersomnia (HLA-DQB1*06:02 negative),initial,2013-04-16,GCST001971,Neurological disorder,#d53e4f
14648,Other/Mixed,352.0,23592221.0,Rahmani M,Menopause (age at onset),initial,2013-04-16,GCST001970,Other measurement,#99d594
14649,Other/Mixed,573.0,23592221.0,Rahmani M,Menopause (age at onset),replication,2013-04-16,GCST001970,Other measurement,#99d594
14650,European,38968.0,23592221.0,Rahmani M,Menopause (age at onset),replication,2013-04-16,GCST001970,Other measurement,#3288bd
14651,European,85787.0,23583979.0,den Hoed M,Heart rate,initial,2013-04-14,GCST001969,Cardiovascular measurement,#3288bd
14652,Asian,6568.0,23583979.0,den Hoed M,Heart rate,initial,2013-04-14,GCST001969,Cardiovascular measurement,#d53e4f
14653,European,88823.0,23583979.0,den Hoed M,Heart rate,replication,2013-04-14,GCST001969,Cardiovascular measurement,#3288bd
14654,European,123706.0,23583978.0,Monda KL,Body mass index,replication,2013-04-14,GCST001967,Body measurement,#3288bd
14655,African,4607.0,23583978.0,Monda KL,Body mass index,replication,2013-04-14,GCST001967,Body measurement,#fc8d59
14656,African,1188.0,23583978.0,Monda KL,Body mass index,initial,2013-04-14,GCST001967,Body measurement,#fc8d59
14657,African Am./Caribbean,27661.0,23583978.0,Monda KL,Body mass index,replication,2013-04-14,GCST001967,Body measurement,#fee08b
14658,African Am./Caribbean,37956.0,23583978.0,Monda KL,Body mass index,initial,2013-04-14,GCST001967,Body measurement,#fee08b
14659,European,2766.0,23583980.0,Fingerlin TE,Interstitial lung disease,replication,2013-04-14,GCST001968,Other disease,#3288bd
14660,European,6299.0,23583980.0,Fingerlin TE,Interstitial lung disease,initial,2013-04-14,GCST001968,Other disease,#3288bd
14661,European,7884.0,23585552.0,Kirin M,Rhegmatogenous retinal detachment,replication,2013-04-11,GCST001966,Neurological disorder,#3288bd
14662,European,2820.0,23585552.0,Kirin M,Rhegmatogenous retinal detachment,initial,2013-04-11,GCST001966,Neurological disorder,#3288bd
14663,Asian,6536.0,23575436.0,Go MJ,Glycemic traits,replication,2013-04-11,GCST001965,Metabolic disorder,#d53e4f
14664,Asian,7696.0,23575436.0,Go MJ,Glycemic traits,initial,2013-04-11,GCST001965,Metabolic disorder,#d53e4f
14665,African Am./Caribbean,5896.0,23571587.0,Reitz C,Alzheimer's disease (late onset),initial,2013-04-10,GCST001963,Neurological disorder,#fee08b
14666,European,2296.0,23575227.0,Urbanek M,Anthropometric traits in newborns,replication,2013-04-10,GCST001964,Other measurement,#3288bd
14667,Asian,1207.0,23575227.0,Urbanek M,Anthropometric traits in newborns,initial,2013-04-10,GCST001964,Other measurement,#d53e4f
14668,Hispanic/Latin American,616.0,23575227.0,Urbanek M,Anthropometric traits in newborns,initial,2013-04-10,GCST001964,Other measurement,#807dba
14669,European,1363.0,23575227.0,Urbanek M,Anthropometric traits in newborns,initial,2013-04-10,GCST001964,Other measurement,#3288bd
14670,African Am./Caribbean,1095.0,23575227.0,Urbanek M,Anthropometric traits in newborns,initial,2013-04-10,GCST001964,Other measurement,#fee08b
14671,European,2296.0,23575227.0,Urbanek M,Anthropometric traits in newborns,replication,2013-04-10,GCST001964,Other trait,#3288bd
14672,Asian,1207.0,23575227.0,Urbanek M,Anthropometric traits in newborns,initial,2013-04-10,GCST001964,Other trait,#d53e4f
14673,Hispanic/Latin American,616.0,23575227.0,Urbanek M,Anthropometric traits in newborns,initial,2013-04-10,GCST001964,Other trait,#807dba
14674,European,1363.0,23575227.0,Urbanek M,Anthropometric traits in newborns,initial,2013-04-10,GCST001964,Other trait,#3288bd
14675,African Am./Caribbean,1095.0,23575227.0,Urbanek M,Anthropometric traits in newborns,initial,2013-04-10,GCST001964,Other trait,#fee08b
14676,European,5866.0,23572186.0,Zheng HF,Bone mineral density,initial,2013-04-09,GCST001962,Other measurement,#3288bd
14677,Hispanic/Latin American,715.0,23572186.0,Zheng HF,Bone mineral density,replication,2013-04-09,GCST001962,Other measurement,#807dba
14678,European,1659.0,23568457.0,Wade TD,Eating disorders,initial,2013-04-09,GCST001960,Metabolic disorder,#3288bd
14679,European,2521.0,23568457.0,Wade TD,Eating disorders (purging via substances),initial,2013-04-09,GCST001959,Metabolic disorder,#3288bd
14680,European,2442.0,23568457.0,Wade TD,Bulimia nervosa,initial,2013-04-09,GCST001958,Metabolic disorder,#3288bd
14681,European,2524.0,23568457.0,Wade TD,Anorexia nervosa,initial,2013-04-09,GCST001961,Metabolic disorder,#3288bd
14682,European,2961.0,23563609.0,Wheeler E,Obesity (early onset extreme),replication,2013-04-07,GCST001957,Metabolic disorder,#3288bd
14683,European,6889.0,23563609.0,Wheeler E,Obesity (early onset extreme),initial,2013-04-07,GCST001957,Metabolic disorder,#3288bd
14684,European,9703.0,23563607.0,Berndt SI,Height,replication,2013-04-07,GCST001956,Other measurement,#3288bd
14685,European,16196.0,23563607.0,Berndt SI,Height,initial,2013-04-07,GCST001956,Other measurement,#3288bd
14686,European,9791.0,23563607.0,Berndt SI,Body mass index,replication,2013-04-07,GCST001955,Body measurement,#3288bd
14687,European,16068.0,23563607.0,Berndt SI,Body mass index,initial,2013-04-07,GCST001955,Body measurement,#3288bd
14688,European,6703.0,23563607.0,Berndt SI,Waist-hip ratio,replication,2013-04-07,GCST001954,Other measurement,#3288bd
14689,European,10255.0,23563607.0,Berndt SI,Waist-hip ratio,initial,2013-04-07,GCST001954,Other measurement,#3288bd
14690,European,133637.0,23563607.0,Berndt SI,Obesity,replication,2013-04-07,GCST001953,Other measurement,#3288bd
14691,European,204498.0,23563607.0,Berndt SI,Obesity,initial,2013-04-07,GCST001953,Other measurement,#3288bd
14692,European,1278.0,23562540.0,Cruchaga C,Alzheimer's disease biomarkers,initial,2013-04-04,GCST001951,Neurological disorder,#3288bd
14693,European,1728.0,23593202.0,Ran S,Femoral neck bone geometry and menarche (age at onset),initial,2013-04-04,GCST001950,Other measurement,#3288bd
14694,European,501.0,23593202.0,Ran S,Femoral neck bone geometry and menarche (age at onset),replication,2013-04-04,GCST001950,Other measurement,#3288bd
14695,Asian,826.0,23593202.0,Ran S,Femoral neck bone geometry and menarche (age at onset),replication,2013-04-04,GCST001950,Other measurement,#d53e4f
14697,European,50627.0,23593239.0,van der Loos MJ,Self-employment,initial,2013-04-04,GCST001952,Other measurement,#3288bd
14698,Asian,1735.0,23565137.0,Miyashita A,Alzheimer's disease (late onset),initial,2013-04-02,GCST001947,Neurological disorder,#d53e4f
14699,Asian,3338.0,23565137.0,Miyashita A,Alzheimer's disease (late onset),replication,2013-04-02,GCST001947,Neurological disorder,#d53e4f
