STUDY ACCESSION,Cleaned_Ancestry,Cleaned_Ancestry_Size
GCST000422,European,99
GCST000422,European,235
GCST000421,European,1804
GCST000420,European,2418
GCST000420,European,4504
GCST000418,European,12328
GCST000418,European,15813
GCST000417,European,1001
GCST000417,European,1033
GCST000417,African American,345
GCST000417,African American,670
GCST000416,European,277
GCST000416,European,919
GCST000415,European,58
GCST000415,European,282
GCST000413,Malaysian Chinese,111
GCST000413,Malaysian Chinese,260
GCST000412,European,52
GCST000412,European,40
GCST000412,European,80
GCST000411,European,1390
GCST000410,Gambian,958
GCST000410,Gambian,1382
GCST000409,Hispanic,229
GCST000408,European,505
GCST000408,European,1507
GCST000407,European,101
GCST000407,European,101
GCST000405,European,4714
GCST000403,European,17438
GCST000404,European,17510
GCST000400,European,15297
GCST000401,European,2979
GCST000398,European,29136
GCST000397,European,2388
GCST000397,European,17489
GCST000392,European,7514
GCST000392,European,9045
GCST000394,European,34433
GCST000395,European,34433
GCST000396,European,29136
GCST000393,European,29136
GCST000391,Hispanic,229
GCST000389,European,359
GCST000389,European,846
GCST000390,Han Chinese,175
GCST000390,Han Chinese,175
GCST000388,Sardinian,4300
GCST000387,European,3683
GCST000387,European,14507
GCST000384,European,397
GCST000384,European,2043
GCST000385,European,807
GCST000385,European,1074
GCST004948,European,390
GCST004948,European,364
GCST004949,European,390
GCST004949,European,364
GCST000383,Japanese,519
GCST000383,Japanese,503
GCST000382,European,3101
GCST000382,European,1204
GCST000382,European,6491
GCST000380,Korean,8842
GCST000381,Korean,8842
GCST000379,European,1164
GCST000379,European,380
GCST000379,European,18058
GCST000378,European and African American,89
GCST000378,European,227
GCST000377,Japanese,900
GCST000376,European,1625
GCST000375,Japanese,179
GCST000375,Japanese,934
GCST000374,European,939
GCST000374,European,975
GCST000374,European,1097
GCST000373,Japanese,131
GCST000373,Japanese,135
GCST000372,European,12611
GCST000371,European,2287
GCST000366,European,22096
GCST000367,European,13974
GCST000368,European,17686
GCST000370,Sardinian,4221
GCST000369,European,1984
GCST000365,European,1145
GCST000365,European,1142
GCST000364,European,15842
GCST000363,European,13685
GCST000362,European,7691
GCST000360,European,1053
GCST000361,European,364
GCST000361,European,590
GCST000358,European,2934
GCST000357,European,324
GCST000357,European,2999
GCST000356,European,531
GCST000355,European,477
GCST000354,European,419
GCST000354,European,1228
GCST000353,European,224
GCST000353,European,383
GCST000352,European,973
GCST000351,European,3497
GCST000350,Japanese,107
GCST000350,Japanese,107
GCST000348,European,820
GCST000348,European,885
GCST000349,European,2617
GCST000349,European,1725
GCST000347,European,1000
GCST000343,Chinese,1505
GCST000343,Chinese,1522
GCST000344,Kosraen,1262
GCST000341,European,1926
GCST000341,European,2938
GCST000338,European,1222
GCST000338,European,1298
GCST000340,European,2967
GCST000340,European,3075
GCST000339,European,9392
GCST000337,Kosraen,2906
GCST000335,European,192
GCST000335,European,37196
GCST000336,European,871
GCST000336,European,863
GCST000334,Chinese,181
GCST000334,Chinese,346
GCST000333,European,537
GCST000333,European,1984
GCST000332,European,417
GCST000332,European,423
GCST000327,Korkulan,898
GCST000331,European,18245
GCST000330,Korean,84
GCST000330,Korean,263
GCST000328,Korkulan,898
GCST000326,European,112
GCST000329,European,452
GCST000329,European,14378
GCST000325,European,1418
GCST000325,European,134
GCST000324,European,1191
GCST000323,European,356
GCST000323,Black,53
GCST000322,European,1359
GCST000322,European,1400
GCST000321,Han Chinese,1139
GCST000321,Han Chinese,1132
GCST000320,Japanese,200
GCST000320,Japanese,200
GCST000319,European,997
GCST000319,European,989
GCST000317,European,695
GCST000317,European,731
GCST000317,European,685
GCST000317,European,685
GCST000318,European,1505
GCST000318,European,28890
GCST000316,European,1075
GCST000315,European,844
GCST000315,European,1255
GCST000314,European,107
GCST000314,European,134
GCST000312,Hutterite,357
GCST000313,European,491
GCST000313,European,479
GCST000311,European,1022
GCST000311,European,2503
GCST000310,European,492
GCST000310,European,496
GCST000309,European,279
GCST000309,European,184
GCST000307,European,1235
GCST000307,European,1599
GCST000308,European,275
GCST000308,European,86
GCST000308,European,1352
GCST000306,Old Order Amish,542
GCST000305,European,1606
GCST000304,European,1359
GCST000304,European,1782
GCST000303,European,14618
GCST000302,European,411
GCST000301,European,459
GCST000300,Old Order Amish,809
GCST000299,European,72598
GCST000299,African American,1160
GCST000295,European,6865
GCST000297,European,6865
GCST000296,European,72598
GCST000296,African American,1160
GCST000298,European,32387
GCST000294,European,117
GCST000294,European,3083
GCST000293,European,1738
GCST000293,European,1802
GCST000290,European,19840
GCST000291,European,2151
GCST000292,Northern Finnish,4763
GCST000283,Northern Finnish,4763
GCST000288,European,20697
GCST000288,Orcadian,715
GCST000284,Northern Finnish,4763
GCST000289,European,17100
GCST000289,Orcadian,715
GCST000282,European,17083
GCST000282,Orcadian,714
GCST000285,European,21848
GCST000285,Orcadian,714
GCST000286,European,19840
GCST000287,European,19840
GCST000279,European,930
GCST000281,European,930
GCST000278,European,930
GCST000280,European,930
GCST000277,European,958
GCST000277,European,955
GCST000277,European,2938
GCST000275,European,846
GCST000275,European,846
GCST000276,European,35812
GCST000274,European,284
GCST000273,Sardinian,3972
GCST000272,Chinese,618
GCST000271,European,46
GCST000271,European,60
GCST000270,European,1902
GCST000270,European,1929
GCST000269,European,978
GCST000269,European,883
GCST000266,European,794
GCST000266,European,883
GCST000265,European,791
GCST000265,European,883
GCST000268,European,753
GCST000268,European,883
GCST000267,European,978
GCST000267,European,883
GCST000262,European,1580
GCST000262,European,6276
GCST000264,European,220
GCST000264,European,260
GCST000263,European,45
GCST000263,European,195
GCST000261,European,1119
GCST000261,European,1127
GCST000260,European,958
GCST000260,European,932
GCST000259,European,909
GCST000258,European,3561
GCST000258,European,4646
GCST000257,European,5095
GCST000257,European,5200
GCST000256,European,2971
GCST000256,European,3746
GCST000255,European,941
GCST000255,European,404
GCST000254,European,3925
GCST000253,European,938
GCST000252,European,242
GCST000252,European,242
GCST000249,European,930
GCST000249,European,33117
GCST000251,European,296
GCST000251,European,347
GCST000250,European,578
GCST000250,European,547
GCST000248,European,7751
GCST000246,European,343
GCST000246,European,250
GCST000245,European,909
GCST000247,European,909
GCST000244,European,563
GCST000244,European,1146
GCST000244,European,483
GCST000243,European,1167
GCST000243,European,777
GCST000242,European,11847
GCST000239,European,1661
GCST000239,European,10815
GCST000241,European,6382
GCST000240,European,4274
GCST000238,Japanese,159
GCST000238,Japanese,934
GCST000237,European,1082
GCST000237,European,1239
GCST000236,Japanese,222
GCST000236,Japanese,389
GCST000235,European,105
GCST000235,Hispanic,34
GCST000235,African American,26
GCST000234,Micronesian,2346
GCST000233,European,194
GCST000233,European,219
GCST000231,European,1803
GCST000231,European,34336
GCST000232,European,3393
GCST000232,European,12460
GCST000230,European,1081
GCST000229,European,501
GCST000229,European,499
GCST000228,European,1658
GCST000227,Old Order Amish,408
GCST000227,Old Order Amish,460
GCST000226,European,1227
GCST000224,European,505
GCST000224,European,1438
GCST000225,European,1011
GCST000225,European,4250
GCST000223,European,482
GCST000223,European,522
GCST000222,European,1530
GCST000219,Japanese,187
GCST000219,Japanese,1504
GCST000220,European,4387
GCST000220,European,6209
GCST000221,Japanese,194
GCST000221,Japanese,1558
GCST000218,European,499
GCST000218,European,490
GCST000217,European,400
GCST000217,European,400
GCST000216,European,431
GCST000216,European,2155
GCST000215,European,479
GCST000215,European,2937
GCST000214,European,628
GCST000214,European,1644
GCST000213,European,85
GCST000213,European,90
GCST000212,European,382
GCST000212,European,398
GCST000212,European,394
GCST000211,European,89
GCST000210,European,4570
GCST000209,European,22
GCST000209,European,65
GCST000208,African American,97
GCST000208,African American,97
GCST000208,European,98
GCST000208,European,97
GCST000207,European,3230
GCST000207,European,4829
GCST000206,European,67
GCST000206,European,1952
GCST000205,European,654
GCST000204,European,181
GCST000202,European,5088
GCST000203,European,241
GCST000203,European,309
GCST000201,African American,91
GCST000201,European,69
GCST000201,Asian,16
GCST000199,Sardinian,4300
GCST000192,Icelandic,5130
GCST000193,European,5130
GCST000194,European,5130
GCST000195,Icelandic,5130
GCST000197,Icelandic,5130
GCST000196,Icelandic,5130
GCST000198,European,864
GCST000198,European,864
GCST000190,European,2287
GCST000191,European,2287
GCST000189,European,1200
GCST000188,European,1032
GCST000188,European,2043
GCST000187,European,26
GCST000187,Hispanic,3
GCST000187,African American,1
GCST000187,European,26
GCST000187,Hispanic,3
GCST000187,African American,1
GCST000186,European,357
GCST000186,European,285
GCST000184,Indian Asian,2684
GCST000185,European,16876
GCST000183,European,11
GCST000183,European,19
GCST000182,European,2094
GCST000180,European,5861
GCST000181,European,5861
GCST000179,European,909
GCST000178,European,6345
GCST000177,Hutterite,632
GCST000176,European,15821
GCST000174,European,13665
GCST000175,European,30968
GCST000173,European,218
GCST000173,European,519
GCST000171,European,10995
GCST000172,European,1154
GCST000172,European,1137
GCST000170,European,1926
GCST000170,European,2522
GCST000167,European,4549
GCST000167,European,5579
GCST000168,European,981
GCST000168,European,1002
GCST000169,European,922
GCST000169,European,927
GCST000166,European,469
GCST000166,European,369
GCST000165,European,318
GCST000165,European,288
GCST000163,European,574
GCST000163,European,605
GCST000162,Ashkenazi Jewish,249
GCST000162,Ashkenazi Jewish,299
GCST000161,European,1644
GCST000160,European,794
GCST000159,European,1000
GCST000158,European,1461
GCST000158,European,2008
GCST000157,European,767
GCST000157,European,1422
GCST000156,East Asian,240
GCST000156,East Asian,340
GCST000155,Ashkenazi Jewish,660
GCST000155,Ashkenazi Jewish,2271
GCST000153,European,1854
GCST000153,European,21372
GCST000152,European,1854
GCST000152,European,1894
GCST000154,European,1172
GCST000154,European,1157
GCST000151,European,11685
GCST000150,European,4305
GCST000147,European,7481
GCST000146,Rucphen,925
GCST000146,European,481
GCST000145,European,458
GCST000145,European,402
GCST000142,European,720
GCST000142,European,2337
GCST000143,European,279
GCST000143,European,515
GCST000144,European,1311
GCST000144,European,3340
GCST000141,European,467
GCST000141,European,561
GCST000141,European,1143
GCST000140,European,99
GCST000140,European,107
GCST000138,European,2758
GCST000139,European,8684
GCST000132,European,8589
GCST000133,European,2758
GCST000134,European,2758
GCST000135,European,8656
GCST000136,European,1084
GCST000136,European,1287
GCST000136,European,4298
GCST000137,European,1005
GCST000137,Indian Asian,1006
GCST000131,European,1955
GCST000130,European,1955
GCST000129,European,487
GCST000129,European,442
GCST000128,European,1235
GCST000128,European,1599
GCST000127,European,737
GCST000127,European,721
GCST000126,Irish,221
GCST000126,Irish,211
GCST000125,Japanese,50
GCST000125,Japanese,50
GCST000124,European,753
GCST000124,European,736
GCST000123,Sardinian,4305
GCST000122,European,397
GCST000118,European,2986
GCST000114,South Asian,363
GCST000114,South Asian,374
GCST000113,European,930
GCST000113,European,960
GCST000082,European,886
GCST000080,European,1062
GCST000078,European,1087
GCST000102,European,1238
GCST000111,European,1951
GCST000110,European,1238
GCST000098,European,694
GCST000090,European,1341
GCST000089,European,1238
GCST000088,European,705
GCST000086,European,747
GCST000084,European,1079
GCST000083,European,1012
GCST000073,European,1087
GCST000076,Old Order Amish,124
GCST000076,Old Order Amish,295
GCST000075,Mexican American,281
GCST000075,Mexican American,280
GCST000074,American Indian,440
GCST000074,American Indian,455
GCST000072,European,461
GCST000072,European,450
GCST000070,European,1522
GCST000070,European,1850
GCST000071,French Canadian,382
GCST000069,European,179
GCST000068,European,4921
GCST000067,European,75
GCST000067,European,14474
GCST000066,European,393
GCST000066,European,399
GCST000065,European,386
GCST000065,European,542
GCST000064,Japanese,94
GCST000064,Japanese,94
GCST000063,European,1038
GCST000063,European,1016
GCST000062,European,931
GCST000062,European,2431
GCST000061,European,994
GCST000061,European,1243
GCST000060,Sardinian,4741
GCST000058,European,306
GCST000058,European,15664
GCST000059,European,486
GCST000057,European,1926
GCST000057,European,2938
GCST000056,European,401
GCST000056,European,1644
GCST000055,European,280
GCST000055,European,360
GCST000054,European,467
GCST000054,European,561
GCST000054,European,1143
GCST000053,European,930
GCST000053,European,960
GCST000051,European,550
GCST000051,European,4476
GCST000050,European,1501
GCST000050,European,11290
GCST000049,Finnish,201
GCST000049,Finnish,200
GCST000049,Ashkenazi Jewish,200
GCST000049,Ashkenazi Jewish,197
GCST000049,European,99
GCST000049,European,100
GCST000048,European,778
GCST000048,European,1422
GCST000042,European,1748
GCST000042,European,2938
GCST000043,European,1963
GCST000043,European,2938
GCST000044,European,1868
GCST000044,European,2938
GCST000045,European,1926
GCST000045,European,2938
GCST000040,European,1860
GCST000040,European,2938
GCST000047,European,1924
GCST000047,European,2938
GCST000041,European,1952
GCST000041,European,2938
GCST000038,European,2000
GCST000038,European,3000
GCST000036,European,1145
GCST000036,European,1142
GCST000035,European,390
GCST000035,European,364
GCST000037,European,1599
GCST000037,European,11546
GCST000034,European,74
GCST000034,European,130
GCST000033,European,461
GCST000033,European,563
GCST000032,European,249
GCST000032,European,268
GCST000031,European,322
