,Broader,N,PUBMEDID,AUTHOR,DiseaseOrTrait,STAGE,DATE,ACCESSION,parentterm,EFOTerm,color
19059,European,4919.0,30718454.0,Arnau-Soler A,Depressive symptoms x independent stressful life events interaction (2df test),initial,2019-02-04,GCST007413,Other measurement,stressful life event measurement,#d53e4f
19060,Other/Mixed,815.0,30713548.0,Schurz H,Tuberculosis,initial,2019-01-18,GCST007231,Other disease,tuberculosis,#99d594
19061,Other/Mixed,815.0,30713548.0,Schurz H,Tuberculosis (SNP x SNP interaction),initial,2019-01-18,GCST007232,Other disease,tuberculosis,#99d594
19062,European,1697.0,30697902.0,Hernandez-Pacheco N,Asthma exacerbations in inhaled corticosteroid treatment,replication,2019-01-29,GCST007100,Other measurement,asthma exacerbation measurement,#d53e4f
19063,African Am./Caribbean,493.0,30697902.0,Hernandez-Pacheco N,Asthma exacerbations in inhaled corticosteroid treatment,initial,2019-01-29,GCST007100,Other measurement,asthma exacerbation measurement,#fee08b
19064,Hispanic/Latin American,854.0,30697902.0,Hernandez-Pacheco N,Asthma exacerbations in inhaled corticosteroid treatment,initial,2019-01-29,GCST007100,Other measurement,asthma exacerbation measurement,#807dba
19065,European,1697.0,30697902.0,Hernandez-Pacheco N,Asthma exacerbations in inhaled corticosteroid treatment,replication,2019-01-29,GCST007100,Response to drug,response to corticosteroid,#d53e4f
19066,African Am./Caribbean,493.0,30697902.0,Hernandez-Pacheco N,Asthma exacerbations in inhaled corticosteroid treatment,initial,2019-01-29,GCST007100,Response to drug,response to corticosteroid,#fee08b
19067,Hispanic/Latin American,854.0,30697902.0,Hernandez-Pacheco N,Asthma exacerbations in inhaled corticosteroid treatment,initial,2019-01-29,GCST007100,Response to drug,response to corticosteroid,#807dba
19068,European,3452.0,30700811.0,Wigmore EM,Antidepressant treatment resistance (> 2 drugs prescribed),initial,2019-01-31,GCST007355,Response to drug,response to antidepressant,#d53e4f
19070,European,3452.0,30700811.0,Wigmore EM,Antidepressant treatment resistance (number of drugs prescribed),initial,2019-01-31,GCST007356,Response to drug,response to antidepressant,#d53e4f
19071,European,665.0,30595539.0,Wallace HJ,Postburn scar height,initial,2018-12-27,GCST007251,Other measurement,postburn hypertrophic scarring severity measurement,#d53e4f
19072,European,665.0,30595539.0,Wallace HJ,Postburn scar pliability,initial,2018-12-27,GCST007252,Other measurement,postburn hypertrophic scarring severity measurement,#d53e4f
19073,Other/Mixed,920.0,30674050.0,Spiegel AM,Maternal chorioamnionitis,initial,2019-01-23,GCST007956,Other disease,chorioamnionitis,#99d594
19074,African,23761.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (current vs non smokers) interaction (2df test),initial,2019-03-29,GCST008678,Other measurement,smoking status measurement,#fc8d59
19075,Asian,13171.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (current vs non smokers) interaction (2df test),initial,2019-03-29,GCST008678,Other measurement,smoking status measurement,#3288bd
19076,European,90266.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (current vs non smokers) interaction (2df test),initial,2019-03-29,GCST008678,Other measurement,smoking status measurement,#d53e4f
19077,Hispanic/Latin American,6620.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (current vs non smokers) interaction (2df test),initial,2019-03-29,GCST008678,Other measurement,smoking status measurement,#807dba
19078,African,7217.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (current vs non smokers) interaction (2df test),replication,2019-03-29,GCST008678,Other measurement,smoking status measurement,#fc8d59
19079,Asian,81517.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (current vs non smokers) interaction (2df test),replication,2019-03-29,GCST008678,Other measurement,smoking status measurement,#3288bd
19080,European,147211.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (current vs non smokers) interaction (2df test),replication,2019-03-29,GCST008678,Other measurement,smoking status measurement,#d53e4f
19081,Hispanic/Latin American,17522.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (current vs non smokers) interaction (2df test),replication,2019-03-29,GCST008678,Other measurement,smoking status measurement,#807dba
19082,African,23761.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (current vs non smokers) interaction (2df test),initial,2019-03-29,GCST008678,Lipid or lipoprotein measurement,high density lipoprotein cholesterol measurement,#fc8d59
19083,Asian,13171.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (current vs non smokers) interaction (2df test),initial,2019-03-29,GCST008678,Lipid or lipoprotein measurement,high density lipoprotein cholesterol measurement,#3288bd
19084,European,90266.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (current vs non smokers) interaction (2df test),initial,2019-03-29,GCST008678,Lipid or lipoprotein measurement,high density lipoprotein cholesterol measurement,#d53e4f
19085,Hispanic/Latin American,6620.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (current vs non smokers) interaction (2df test),initial,2019-03-29,GCST008678,Lipid or lipoprotein measurement,high density lipoprotein cholesterol measurement,#807dba
19086,African,7217.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (current vs non smokers) interaction (2df test),replication,2019-03-29,GCST008678,Lipid or lipoprotein measurement,high density lipoprotein cholesterol measurement,#fc8d59
19087,Asian,81517.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (current vs non smokers) interaction (2df test),replication,2019-03-29,GCST008678,Lipid or lipoprotein measurement,high density lipoprotein cholesterol measurement,#3288bd
19088,European,147211.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (current vs non smokers) interaction (2df test),replication,2019-03-29,GCST008678,Lipid or lipoprotein measurement,high density lipoprotein cholesterol measurement,#d53e4f
19089,Hispanic/Latin American,17522.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (current vs non smokers) interaction (2df test),replication,2019-03-29,GCST008678,Lipid or lipoprotein measurement,high density lipoprotein cholesterol measurement,#807dba
19090,European,15129.0,30926973.0,Bentley AR,HDL cholesterol levels in current smokers,initial,2019-03-29,GCST008679,Other measurement,smoking status measurement,#d53e4f
19091,Hispanic/Latin American,747.0,30926973.0,Bentley AR,HDL cholesterol levels in current smokers,initial,2019-03-29,GCST008679,Other measurement,smoking status measurement,#807dba
19092,African,5120.0,30926973.0,Bentley AR,HDL cholesterol levels in current smokers,initial,2019-03-29,GCST008679,Other measurement,smoking status measurement,#fc8d59
19093,Asian,2394.0,30926973.0,Bentley AR,HDL cholesterol levels in current smokers,initial,2019-03-29,GCST008679,Other measurement,smoking status measurement,#3288bd
19094,European,15129.0,30926973.0,Bentley AR,HDL cholesterol levels in current smokers,initial,2019-03-29,GCST008679,Lipid or lipoprotein measurement,high density lipoprotein cholesterol measurement,#d53e4f
19095,Hispanic/Latin American,747.0,30926973.0,Bentley AR,HDL cholesterol levels in current smokers,initial,2019-03-29,GCST008679,Lipid or lipoprotein measurement,high density lipoprotein cholesterol measurement,#807dba
19096,African,5120.0,30926973.0,Bentley AR,HDL cholesterol levels in current smokers,initial,2019-03-29,GCST008679,Lipid or lipoprotein measurement,high density lipoprotein cholesterol measurement,#fc8d59
19097,Asian,2394.0,30926973.0,Bentley AR,HDL cholesterol levels in current smokers,initial,2019-03-29,GCST008679,Lipid or lipoprotein measurement,high density lipoprotein cholesterol measurement,#3288bd
19098,African,18641.0,30926973.0,Bentley AR,HDL cholesterol levels in non smokers,initial,2019-03-29,GCST008680,Other measurement,smoking status measurement,#fc8d59
19099,Asian,10777.0,30926973.0,Bentley AR,HDL cholesterol levels in non smokers,initial,2019-03-29,GCST008680,Other measurement,smoking status measurement,#3288bd
19100,European,75138.0,30926973.0,Bentley AR,HDL cholesterol levels in non smokers,initial,2019-03-29,GCST008680,Other measurement,smoking status measurement,#d53e4f
19101,Hispanic/Latin American,5873.0,30926973.0,Bentley AR,HDL cholesterol levels in non smokers,initial,2019-03-29,GCST008680,Other measurement,smoking status measurement,#807dba
19102,African,18641.0,30926973.0,Bentley AR,HDL cholesterol levels in non smokers,initial,2019-03-29,GCST008680,Lipid or lipoprotein measurement,high density lipoprotein cholesterol measurement,#fc8d59
19103,Asian,10777.0,30926973.0,Bentley AR,HDL cholesterol levels in non smokers,initial,2019-03-29,GCST008680,Lipid or lipoprotein measurement,high density lipoprotein cholesterol measurement,#3288bd
19104,European,75138.0,30926973.0,Bentley AR,HDL cholesterol levels in non smokers,initial,2019-03-29,GCST008680,Lipid or lipoprotein measurement,high density lipoprotein cholesterol measurement,#d53e4f
19105,Hispanic/Latin American,5873.0,30926973.0,Bentley AR,HDL cholesterol levels in non smokers,initial,2019-03-29,GCST008680,Lipid or lipoprotein measurement,high density lipoprotein cholesterol measurement,#807dba
19106,African,5612.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (ever vs never smokers) interaction (1df test),initial,2019-03-29,GCST008681,Other measurement,smoking status measurement,#fc8d59
19107,Asian,81517.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (ever vs never smokers) interaction (1df test),replication,2019-03-29,GCST008681,Other measurement,smoking status measurement,#3288bd
19108,European,147060.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (ever vs never smokers) interaction (1df test),replication,2019-03-29,GCST008681,Other measurement,smoking status measurement,#d53e4f
19109,Hispanic/Latin American,17522.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (ever vs never smokers) interaction (1df test),replication,2019-03-29,GCST008681,Other measurement,smoking status measurement,#807dba
19110,Hispanic/Latin American,6620.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (ever vs never smokers) interaction (1df test),initial,2019-03-29,GCST008681,Other measurement,smoking status measurement,#807dba
19111,European,90272.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (ever vs never smokers) interaction (1df test),initial,2019-03-29,GCST008681,Other measurement,smoking status measurement,#d53e4f
19112,Asian,13171.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (ever vs never smokers) interaction (1df test),initial,2019-03-29,GCST008681,Other measurement,smoking status measurement,#3288bd
19113,African,23753.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (ever vs never smokers) interaction (1df test),replication,2019-03-29,GCST008681,Other measurement,smoking status measurement,#fc8d59
19114,African,5612.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (ever vs never smokers) interaction (1df test),initial,2019-03-29,GCST008681,Lipid or lipoprotein measurement,high density lipoprotein cholesterol measurement,#fc8d59
19115,Asian,81517.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (ever vs never smokers) interaction (1df test),replication,2019-03-29,GCST008681,Lipid or lipoprotein measurement,high density lipoprotein cholesterol measurement,#3288bd
19116,European,147060.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (ever vs never smokers) interaction (1df test),replication,2019-03-29,GCST008681,Lipid or lipoprotein measurement,high density lipoprotein cholesterol measurement,#d53e4f
19117,Hispanic/Latin American,17522.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (ever vs never smokers) interaction (1df test),replication,2019-03-29,GCST008681,Lipid or lipoprotein measurement,high density lipoprotein cholesterol measurement,#807dba
19118,Hispanic/Latin American,6620.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (ever vs never smokers) interaction (1df test),initial,2019-03-29,GCST008681,Lipid or lipoprotein measurement,high density lipoprotein cholesterol measurement,#807dba
19119,European,90272.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (ever vs never smokers) interaction (1df test),initial,2019-03-29,GCST008681,Lipid or lipoprotein measurement,high density lipoprotein cholesterol measurement,#d53e4f
19120,Asian,13171.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (ever vs never smokers) interaction (1df test),initial,2019-03-29,GCST008681,Lipid or lipoprotein measurement,high density lipoprotein cholesterol measurement,#3288bd
19121,African,23753.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (ever vs never smokers) interaction (1df test),replication,2019-03-29,GCST008681,Lipid or lipoprotein measurement,high density lipoprotein cholesterol measurement,#fc8d59
19122,African,23753.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (ever vs never smokers) interaction (2df test),initial,2019-03-29,GCST008682,Other measurement,smoking status measurement,#fc8d59
19123,Asian,13171.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (ever vs never smokers) interaction (2df test),initial,2019-03-29,GCST008682,Other measurement,smoking status measurement,#3288bd
19124,European,90272.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (ever vs never smokers) interaction (2df test),initial,2019-03-29,GCST008682,Other measurement,smoking status measurement,#d53e4f
19125,Hispanic/Latin American,6620.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (ever vs never smokers) interaction (2df test),initial,2019-03-29,GCST008682,Other measurement,smoking status measurement,#807dba
19126,African,5612.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (ever vs never smokers) interaction (2df test),replication,2019-03-29,GCST008682,Other measurement,smoking status measurement,#fc8d59
19127,Asian,81517.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (ever vs never smokers) interaction (2df test),replication,2019-03-29,GCST008682,Other measurement,smoking status measurement,#3288bd
19128,European,147060.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (ever vs never smokers) interaction (2df test),replication,2019-03-29,GCST008682,Other measurement,smoking status measurement,#d53e4f
19129,Hispanic/Latin American,17522.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (ever vs never smokers) interaction (2df test),replication,2019-03-29,GCST008682,Other measurement,smoking status measurement,#807dba
19130,African,23753.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (ever vs never smokers) interaction (2df test),initial,2019-03-29,GCST008682,Lipid or lipoprotein measurement,high density lipoprotein cholesterol measurement,#fc8d59
19131,Asian,13171.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (ever vs never smokers) interaction (2df test),initial,2019-03-29,GCST008682,Lipid or lipoprotein measurement,high density lipoprotein cholesterol measurement,#3288bd
19132,European,90272.0,30926973.0,Bentley AR,HDL cholesterol levels x smoking (ever vs never smokers) interaction (2df test),initial,2019-03-29,GCST008682,Lipid or lipoprotein measurement,high density lipoprotein cholesterol measurement,#d53e4f
